Period,Inst_sector,Inst_sector_code,Descriptor,SNA08TRANS,Asset_liability_code,Values
2012.03,Total economy (excl rest of the world),800,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,109290
2012.03,Total economy (excl rest of the world),800,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,31667
2012.03,Total economy (excl rest of the world),800,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,144084
2012.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,2281085
2012.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,1616
2012.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,251134
2012.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance debt securities,LE00000,AFL0300,283750
2012.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance loans,LE00000,AFL0400,633359
2012.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,850637
2012.03,Total economy (excl rest of the world),800,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,89658
2012.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,31291
2012.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,139641
2012.03,Total economy (excl rest of the world),800,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,668448
2012.03,Total economy (excl rest of the world),800,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,693301
2012.03,Total economy (excl rest of the world),800,Closing balance net worth,LE00000,B900000,1219218
2012.03,Total economy (excl rest of the world),800,Closing balance total liabilities and net worth,LE00000,L000000,3500303
2012.03,Total all sectors,900,Closing balance total assets,LE00000,A000000,3819759
2012.03,Total all sectors,900,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,2458009
2012.03,Total all sectors,900,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,3173
2012.03,Total all sectors,900,Financial assets Closing balance currency and deposits,LE00000,AFA0200,257424
2012.03,Total all sectors,900,Financial assets Closing balance debt securities,LE00000,AFA0300,322873
2012.03,Total all sectors,900,Financial assets Closing balance loans,LE00000,AFA0400,650921
2012.03,Total all sectors,900,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,911801
2012.03,Total all sectors,900,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,109290
2012.03,Total all sectors,900,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,50862
2012.03,Total all sectors,900,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,151665
2012.03,Total all sectors,900,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,2458009
2012.03,Total all sectors,900,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,3173
2012.03,Total all sectors,900,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,257424
2012.03,Total all sectors,900,Financial liabilities Closing balance debt securities,LE00000,AFL0300,322873
2012.03,Total all sectors,900,Financial liabilities Closing balance loans,LE00000,AFL0400,650921
2012.03,Total all sectors,900,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,911801
2012.03,Total all sectors,900,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,109290
2012.03,Total all sectors,900,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,50862
2012.03,Total all sectors,900,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,151665
2012.03,Total all sectors,900,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,668448
2012.03,Total all sectors,900,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,693301
2012.03,Total all sectors,900,Closing balance net worth,LE00000,B900000,1361749
2012.03,Total all sectors,900,Closing balance total liabilities and net worth,LE00000,L000000,3819759
2013.03,Non-corporate business enterprises,121,Closing balance total assets,LE00000,A000000,405364
2013.03,Non-corporate business enterprises,121,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,122003
2013.03,Non-corporate business enterprises,121,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2013.03,Non-corporate business enterprises,121,Financial assets Closing balance currency and deposits,LE00000,AFA0200,20898
2013.03,Non-corporate business enterprises,121,Financial assets Closing balance debt securities,LE00000,AFA0300,4565
2013.03,Non-corporate business enterprises,121,Financial assets Closing balance loans,LE00000,AFA0400,39041
2013.03,Non-corporate business enterprises,121,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,51236
2013.03,Non-corporate business enterprises,121,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,2946
2013.03,Non-corporate business enterprises,121,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,0
2013.03,Non-corporate business enterprises,121,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,3317
2013.03,Non-corporate business enterprises,121,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,405364
2013.03,Non-corporate business enterprises,121,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2013.03,Non-corporate business enterprises,121,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2013.03,Non-corporate business enterprises,121,Financial liabilities Closing balance debt securities,LE00000,AFL0300,2491
2013.03,Non-corporate business enterprises,121,Financial liabilities Closing balance loans,LE00000,AFL0400,81783
2013.03,Non-corporate business enterprises,121,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,316949
2013.03,Non-corporate business enterprises,121,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,0
2013.03,Non-corporate business enterprises,121,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,0
2013.03,Non-corporate business enterprises,121,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,4141
2013.03,Non-corporate business enterprises,121,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,109212
2013.03,Non-corporate business enterprises,121,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,174148
2013.03,Non-corporate business enterprises,121,Closing balance net worth,LE00000,B900000,0
2013.03,Non-corporate business enterprises,121,Closing balance total liabilities and net worth,LE00000,L000000,405364
2013.03,Corporate business enterprises,141,Closing balance total assets,LE00000,A000000,681380
2013.03,Corporate business enterprises,141,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,247192
2013.03,Corporate business enterprises,141,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2013.03,Corporate business enterprises,141,Financial assets Closing balance currency and deposits,LE00000,AFA0200,28272
2013.03,Corporate business enterprises,141,Financial assets Closing balance debt securities,LE00000,AFA0300,5777
2013.03,Corporate business enterprises,141,Financial assets Closing balance loans,LE00000,AFA0400,54642
2013.03,Corporate business enterprises,141,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,68157
2013.03,Corporate business enterprises,141,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,8250
2013.03,Corporate business enterprises,141,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,2545
2013.03,Corporate business enterprises,141,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,79549
2013.03,Corporate business enterprises,141,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,681244
2013.03,Corporate business enterprises,141,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2013.03,Corporate business enterprises,141,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2013.03,Corporate business enterprises,141,Financial liabilities Closing balance debt securities,LE00000,AFL0300,23221
2013.03,Corporate business enterprises,141,Financial liabilities Closing balance loans,LE00000,AFL0400,239887
2013.03,Corporate business enterprises,141,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,324482
2013.03,Corporate business enterprises,141,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,0
2013.03,Corporate business enterprises,141,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,3406
2013.03,Corporate business enterprises,141,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,90248
2013.03,Corporate business enterprises,141,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,257745
2013.03,Corporate business enterprises,141,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,176443
2013.03,Corporate business enterprises,141,Closing balance net worth,LE00000,B900000,136
2013.03,Corporate business enterprises,141,Closing balance total liabilities and net worth,LE00000,L000000,681380
2013.03,Central bank,211,Closing balance total assets,LE00000,A000000,28279
2013.03,Central bank,211,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,28221
2013.03,Central bank,211,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2013.03,Central bank,211,Financial assets Closing balance currency and deposits,LE00000,AFA0200,3970
2013.03,Central bank,211,Financial assets Closing balance debt securities,LE00000,AFA0300,19884
2013.03,Central bank,211,Financial assets Closing balance loans,LE00000,AFA0400,2594
2013.03,Central bank,211,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,136
2013.03,Central bank,211,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,0
2013.03,Central bank,211,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,1608
2013.03,Central bank,211,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,29
2013.03,Central bank,211,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,28279
2013.03,Central bank,211,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2013.03,Central bank,211,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,22658
2013.03,Central bank,211,Financial liabilities Closing balance debt securities,LE00000,AFL0300,0
2013.03,Central bank,211,Financial liabilities Closing balance loans,LE00000,AFL0400,2445
2013.03,Central bank,211,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,2684
2013.03,Central bank,211,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,0
2013.03,Central bank,211,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,278
2013.03,Central bank,211,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,214
2013.03,Central bank,211,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,42
2013.03,Central bank,211,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,16
2013.03,Central bank,211,Closing balance net worth,LE00000,B900000,0
2013.03,Central bank,211,Closing balance total liabilities and net worth,LE00000,L000000,28279
2013.03,Registered banks,221,Closing balance total assets,LE00000,A000000,404482
2013.03,Registered banks,221,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,397215
2013.03,Registered banks,221,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2013.03,Registered banks,221,Financial assets Closing balance currency and deposits,LE00000,AFA0200,9970
2013.03,Registered banks,221,Financial assets Closing balance debt securities,LE00000,AFA0300,37211
2013.03,Registered banks,221,Financial assets Closing balance loans,LE00000,AFA0400,325763
2013.03,Registered banks,221,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,257
2013.03,Registered banks,221,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,..
2013.03,Registered banks,221,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,20392
2013.03,Registered banks,221,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,3622
2013.03,Registered banks,221,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,417750
2013.03,Registered banks,221,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2013.03,Registered banks,221,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,236081
2013.03,Registered banks,221,Financial liabilities Closing balance debt securities,LE00000,AFL0300,87277
2013.03,Registered banks,221,Financial liabilities Closing balance loans,LE00000,AFL0400,37784
2013.03,Registered banks,221,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,33740
2013.03,Registered banks,221,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,0
2013.03,Registered banks,221,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,22798
2013.03,Registered banks,221,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,70
2013.03,Registered banks,221,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,2090
2013.03,Registered banks,221,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,5177
2013.03,Registered banks,221,Closing balance net worth,LE00000,B900000,-13268
2013.03,Registered banks,221,Closing balance total liabilities and net worth,LE00000,L000000,404482
2013.03,Other depository institutions,222,Closing balance total assets,LE00000,A000000,3918
2013.03,Other depository institutions,222,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,3781
2013.03,Other depository institutions,222,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2013.03,Other depository institutions,222,Financial assets Closing balance currency and deposits,LE00000,AFA0200,6
2013.03,Other depository institutions,222,Financial assets Closing balance debt securities,LE00000,AFA0300,1
2013.03,Other depository institutions,222,Financial assets Closing balance loans,LE00000,AFA0400,3774
2013.03,Other depository institutions,222,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,..
2013.03,Other depository institutions,222,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,..
2013.03,Other depository institutions,222,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,..
2013.03,Other depository institutions,222,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,..
2013.03,Other depository institutions,222,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,3918
2013.03,Other depository institutions,222,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2013.03,Other depository institutions,222,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,3970
2013.03,Other depository institutions,222,Financial liabilities Closing balance debt securities,LE00000,AFL0300,..
2013.03,Other depository institutions,222,Financial liabilities Closing balance loans,LE00000,AFL0400,..
2013.03,Other depository institutions,222,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,-52
2013.03,Other depository institutions,222,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,0
2013.03,Other depository institutions,222,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,..
2013.03,Other depository institutions,222,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,..
2013.03,Other depository institutions,222,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,123
2013.03,Other depository institutions,222,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,14
2013.03,Other depository institutions,222,Closing balance net worth,LE00000,B900000,0
2013.03,Other depository institutions,222,Closing balance total liabilities and net worth,LE00000,L000000,3918
2013.03,Investment funds,231,Closing balance total assets,LE00000,A000000,49642
2013.03,Investment funds,231,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,49509
2013.03,Investment funds,231,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2013.03,Investment funds,231,Financial assets Closing balance currency and deposits,LE00000,AFA0200,11451
2013.03,Investment funds,231,Financial assets Closing balance debt securities,LE00000,AFA0300,16078
2013.03,Investment funds,231,Financial assets Closing balance loans,LE00000,AFA0400,0
2013.03,Investment funds,231,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,21588
2013.03,Investment funds,231,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,..
2013.03,Investment funds,231,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,0
2013.03,Investment funds,231,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,392
2013.03,Investment funds,231,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,49642
2013.03,Investment funds,231,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2013.03,Investment funds,231,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2013.03,Investment funds,231,Financial liabilities Closing balance debt securities,LE00000,AFL0300,0
2013.03,Investment funds,231,Financial liabilities Closing balance loans,LE00000,AFL0400,0
2013.03,Investment funds,231,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,49642
2013.03,Investment funds,231,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,0
2013.03,Investment funds,231,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,..
2013.03,Investment funds,231,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,..
2013.03,Investment funds,231,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,133
2013.03,Investment funds,231,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,0
2013.03,Investment funds,231,Closing balance net worth,LE00000,B900000,0
2013.03,Investment funds,231,Closing balance total liabilities and net worth,LE00000,L000000,49642
2013.03,Other financial intermediaries excluding insurance and pension funds,241,Closing balance total assets,LE00000,A000000,70827
2013.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,69968
2013.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2013.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance currency and deposits,LE00000,AFA0200,621
2013.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance debt securities,LE00000,AFA0300,41322
2013.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance loans,LE00000,AFA0400,20555
2013.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,2116
2013.03,Other financial intermediaries excluding insurance and pension funds,241,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,..
2013.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,181
2013.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,5173
2013.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,70726
2013.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2013.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2013.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance debt securities,LE00000,AFL0300,52454
2013.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance loans,LE00000,AFL0400,15507
2013.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,2042
2013.03,Other financial intermediaries excluding insurance and pension funds,241,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,0
2013.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,124
2013.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,598
2013.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,840
2013.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,19
2013.03,Other financial intermediaries excluding insurance and pension funds,241,Closing balance net worth,LE00000,B900000,101
2013.03,Other financial intermediaries excluding insurance and pension funds,241,Closing balance total liabilities and net worth,LE00000,L000000,70827
2013.03,Insurance corporations,251,Closing balance total assets,LE00000,A000000,39369
2013.03,Insurance corporations,251,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,37857
2013.03,Insurance corporations,251,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2013.03,Insurance corporations,251,Financial assets Closing balance currency and deposits,LE00000,AFA0200,C
2013.03,Insurance corporations,251,Financial assets Closing balance debt securities,LE00000,AFA0300,C
2013.03,Insurance corporations,251,Financial assets Closing balance loans,LE00000,AFA0400,C
2013.03,Insurance corporations,251,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,4614
2013.03,Insurance corporations,251,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,10523
2013.03,Insurance corporations,251,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,373
2013.03,Insurance corporations,251,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,7075
2013.03,Insurance corporations,251,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,39990
2013.03,Insurance corporations,251,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2013.03,Insurance corporations,251,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2013.03,Insurance corporations,251,Financial liabilities Closing balance debt securities,LE00000,AFL0300,C
2013.03,Insurance corporations,251,Financial liabilities Closing balance loans,LE00000,AFL0400,C
2013.03,Insurance corporations,251,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,16968
2013.03,Insurance corporations,251,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,19446
2013.03,Insurance corporations,251,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,34
2013.03,Insurance corporations,251,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,1264
2013.03,Insurance corporations,251,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,956
2013.03,Insurance corporations,251,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,556
2013.03,Insurance corporations,251,Closing balance net worth,LE00000,B900000,-621
2013.03,Insurance corporations,251,Closing balance total liabilities and net worth,LE00000,L000000,39369
2013.03,Pension funds,261,Closing balance total assets,LE00000,A000000,50319
2013.03,Pension funds,261,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,50223
2013.03,Pension funds,261,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2013.03,Pension funds,261,Financial assets Closing balance currency and deposits,LE00000,AFA0200,1360
2013.03,Pension funds,261,Financial assets Closing balance debt securities,LE00000,AFA0300,2884
2013.03,Pension funds,261,Financial assets Closing balance loans,LE00000,AFA0400,0
2013.03,Pension funds,261,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,33764
2013.03,Pension funds,261,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,12216
2013.03,Pension funds,261,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,0
2013.03,Pension funds,261,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,0
2013.03,Pension funds,261,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,50319
2013.03,Pension funds,261,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2013.03,Pension funds,261,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2013.03,Pension funds,261,Financial liabilities Closing balance debt securities,LE00000,AFL0300,0
2013.03,Pension funds,261,Financial liabilities Closing balance loans,LE00000,AFL0400,0
2013.03,Pension funds,261,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2013.03,Pension funds,261,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,50319
2013.03,Pension funds,261,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,..
2013.03,Pension funds,261,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,..
2013.03,Pension funds,261,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,54
2013.03,Pension funds,261,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,42
2013.03,Pension funds,261,Closing balance net worth,LE00000,B900000,0
2013.03,Pension funds,261,Closing balance total liabilities and net worth,LE00000,L000000,50319
2013.03,Financial auxiliaries,270,Closing balance total assets,LE00000,A000000,7668
2013.03,Financial auxiliaries,270,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,6203
2013.03,Financial auxiliaries,270,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2013.03,Financial auxiliaries,270,Financial assets Closing balance currency and deposits,LE00000,AFA0200,C
2013.03,Financial auxiliaries,270,Financial assets Closing balance debt securities,LE00000,AFA0300,C
2013.03,Financial auxiliaries,270,Financial assets Closing balance loans,LE00000,AFA0400,C
2013.03,Financial auxiliaries,270,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,622
2013.03,Financial auxiliaries,270,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,..
2013.03,Financial auxiliaries,270,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,..
2013.03,Financial auxiliaries,270,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,1530
2013.03,Financial auxiliaries,270,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,7668
2013.03,Financial auxiliaries,270,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2013.03,Financial auxiliaries,270,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2013.03,Financial auxiliaries,270,Financial liabilities Closing balance debt securities,LE00000,AFL0300,C
2013.03,Financial auxiliaries,270,Financial liabilities Closing balance loans,LE00000,AFL0400,C
2013.03,Financial auxiliaries,270,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,5290
2013.03,Financial auxiliaries,270,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,0
2013.03,Financial auxiliaries,270,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,22
2013.03,Financial auxiliaries,270,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,1297
2013.03,Financial auxiliaries,270,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,1105
2013.03,Financial auxiliaries,270,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,361
2013.03,Financial auxiliaries,270,Closing balance net worth,LE00000,B900000,0
2013.03,Financial auxiliaries,270,Closing balance total liabilities and net worth,LE00000,L000000,7668
2013.03,Captive financial institutions,281,Closing balance total assets,LE00000,A000000,273050
2013.03,Captive financial institutions,281,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,267411
2013.03,Captive financial institutions,281,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2013.03,Captive financial institutions,281,Financial assets Closing balance currency and deposits,LE00000,AFA0200,11826
2013.03,Captive financial institutions,281,Financial assets Closing balance debt securities,LE00000,AFA0300,12797
2013.03,Captive financial institutions,281,Financial assets Closing balance loans,LE00000,AFA0400,90927
2013.03,Captive financial institutions,281,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,123827
2013.03,Captive financial institutions,281,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,..
2013.03,Captive financial institutions,281,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,28
2013.03,Captive financial institutions,281,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,28007
2013.03,Captive financial institutions,281,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,279699
2013.03,Captive financial institutions,281,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2013.03,Captive financial institutions,281,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2013.03,Captive financial institutions,281,Financial liabilities Closing balance debt securities,LE00000,AFL0300,25480
2013.03,Captive financial institutions,281,Financial liabilities Closing balance loans,LE00000,AFL0400,69363
2013.03,Captive financial institutions,281,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,162973
